day,station,extreme,hr0,hr1,hr2,hr3,hr4,hr5,hr6,hr7,hr8,hr9,hr10,hr11,hr12,hr13,hr14,hr15,hr16,hr17,hr18,hr19,hr20,hr21,hr22,hr23
2011-06-25,A,max,20.881,20.062,20.062,19.24,19.241,18.421,19.24,19.241,21.701,22.521,22.521,23.341,23.342,23.34,23.34,23.341,24.161,23.341,22.522,22.521,21.7,20.88,20.882,20.061
2011-06-25,A,min,20.879,20.058,20.058,19.24,19.239,18.419,19.24,19.239,21.699,22.519,22.519,23.339,23.338,23.34,23.34,23.339,24.159,23.339,22.518,22.519,21.7,20.88,20.878,20.059
2011-06-25,B,min,23.7,22.88,22.91,22.078,22.079,21.289,22.089,22.089,24.569,25.39,25.4,26.218,26.22,26.198,26.179,26.169,27.018,26.169,25.34,25.317,24.479,23.639,23.659,22.84
2011-06-26,A,max,19.241,19.24,18.42,17.6,17.601,17.601,17.6,18.42,19.241,20.06,22.521,22.52,23.342,23.341,23.34,23.341,23.341,22.521,22.522,22.521,21.702,21.701,21.701,21.7
2011-06-26,A,min,19.239,19.24,18.42,17.6,17.599,17.599,17.6,18.42,19.239,20.06,22.519,22.52,23.338,23.339,23.34,23.339,23.339,22.519,22.518,22.519,21.698,21.699,21.699,21.7
2011-06-26,B,min,22.039,22.039,21.2,20.36,20.37,20.359,20.39,21.209,22.04,22.859,25.299,25.32,26.16,26.15,26.17,26.15,26.179,25.339,25.34,25.37,24.568,24.559,24.569,24.599
2011-06-26,B,max,22.041,22.041,21.2,20.36,20.37,20.361,20.39,21.211,22.04,22.861,25.301,25.32,26.16,26.15,26.17,26.15,26.181,25.341,25.34,25.37,24.572,24.561,24.571,24.601
2011-06-27,A,max,19.241,18.422,18.421,18.421,17.601,18.421,18.421,19.241,20.06,22.521,22.521,21.701,22.521,22.521,22.522,23.341,23.341,23.341,23.34,22.52,21.7,21.701,20.881,20.88
2011-06-27,A,min,19.239,18.418,18.419,18.419,17.599,18.419,18.419,19.239,20.06,22.519,22.519,21.699,22.519,22.519,22.518,23.339,23.339,23.339,23.34,22.52,21.7,21.699,20.879,20.88
2011-06-27,B,min,22.16,21.319,21.288,21.29,20.468,21.289,21.299,22.11,22.918,25.389,25.359,24.539,25.389,25.37,25.379,26.2,26.219,26.219,26.189,25.37,24.53,24.529,23.689,23.69
2011-06-27,B,max,22.16,21.321,21.292,21.29,20.472,21.291,21.301,22.11,22.922,25.391,25.361,24.541,25.391,25.37,25.381,26.2,26.221,26.221,26.191,25.37,24.53,24.531,23.691,23.69
2011-06-28,A,max,20.063,20.061,20.06,20.06,20.062,20.061,20.061,20.88,21.701,23.341,25.801,26.621,27.44,27.44,28.261,28.261,28.261,26.62,25.801,23.34,23.342,23.342,21.7,21.7
2011-06-28,A,min,20.057,20.059,20.06,20.06,20.058,20.059,20.059,20.88,21.699,23.339,25.799,26.619,27.44,27.44,28.259,28.259,28.259,26.62,25.799,23.34,23.338,23.338,21.7,21.7
2011-06-28,B,min,22.839,22.86,22.828,22.829,22.83,22.838,22.839,23.658,24.49,26.118,28.589,29.409,30.22,30.219,31.048,31.039,31.039,29.37,28.549,26.109,26.08,26.05,24.39,24.42
2011-06-28,B,max,22.841,22.86,22.832,22.831,22.83,22.842,22.841,23.662,24.49,26.122,28.591,29.411,30.22,30.221,31.052,31.041,31.041,29.37,28.551,26.111,26.08,26.05,24.39,24.42
2011-06-29,A,max,20.88,20.881,20.061,20.061,20.06,19.241,20.061,21.7,21.7,22.521,23.341,24.16,24.16,25.8,25.801,26.62,26.621,26.621,25.8,24.16,23.34,22.521,21.7,20.88
2011-06-29,A,min,20.88,20.879,20.059,20.059,20.06,19.239,20.059,21.7,21.7,22.519,23.339,24.16,24.16,25.8,25.799,26.62,26.619,26.619,25.8,24.16,23.34,22.519,21.7,20.88
2011-06-29,B,min,23.568,23.58,22.759,22.768,22.749,21.928,22.718,24.389,24.38,25.179,26.009,26.829,26.808,28.48,28.49,29.31,29.298,29.3,28.5,26.86,26.059,25.25,24.429,23.589
2011-06-29,B,max,23.572,23.58,22.761,22.772,22.751,21.932,22.722,24.391,24.38,25.181,26.011,26.831,26.812,28.48,28.49,29.31,29.302,29.3,28.5,26.86,26.061,25.25,24.431,23.591
2011-06-30,A,max,20.061,19.24,18.42,17.6,16.781,16.78,17.601,18.422,20.88,21.701,22.52,23.342,24.161,24.16,24.98,24.98,25.801,24.982,24.16,23.341,23.341,22.522,21.701,20.061
2011-06-30,A,min,20.059,19.24,18.42,17.6,16.779,16.78,17.599,18.418,20.88,21.699,22.52,23.338,24.159,24.16,24.98,24.98,25.799,24.978,24.16,23.339,23.339,22.518,21.699,20.059
2011-06-30,B,min,22.8,21.979,21.159,20.319,19.49,19.48,20.309,21.1,23.529,24.37,25.159,26.01,26.86,26.87,27.67,27.67,28.47,27.62,26.79,25.979,25.999,25.149,24.329,22.66
2011-06-30,B,max,22.8,21.981,21.161,20.321,19.49,19.48,20.311,21.1,23.531,24.37,25.161,26.01,26.86,26.87,27.67,27.67,28.47,27.62,26.79,25.981,26.001,25.151,24.331,22.66
2011-07-01,A,max,20.06,20.062,18.42,19.24,18.422,17.601,18.421,20.06,21.701,23.341,24.162,25.802,25.8,25.801,26.622,26.62,26.62,26.621,25.8,24.98,22.521,21.7,21.701,20.881
2011-07-01,A,min,20.06,20.058,18.42,19.24,18.418,17.599,18.419,20.06,21.699,23.339,24.158,25.798,25.8,25.799,26.618,26.62,26.62,26.619,25.8,24.98,22.519,21.7,21.699,20.879
2011-07-01,B,min,22.66,22.65,20.979,21.828,21.029,20.219,21.069,22.709,24.349,25.98,26.779,28.419,28.398,28.398,29.219,29.2,29.219,29.199,28.4,27.58,25.129,24.279,24.249,23.449
2011-07-01,B,max,22.66,22.65,20.981,21.832,21.031,20.221,21.071,22.711,24.351,25.98,26.781,28.421,28.402,28.402,29.221,29.2,29.221,29.201,28.4,27.58,25.131,24.281,24.251,23.451
2011-07-02,A,max,20.881,20.061,19.241,19.241,18.42,16.78,18.421,19.241,20.88,23.341,25.8,25.801,26.62,26.62,27.442,28.261,29.082,27.44,26.62,25.801,24.16,23.342,22.52,22.521
2011-07-02,A,min,20.879,20.059,19.239,19.239,18.42,16.78,18.419,19.239,20.88,23.339,25.8,25.799,26.62,26.62,27.438,28.259,29.078,27.44,26.62,25.799,24.16,23.338,22.52,22.519
2011-07-02,B,max,23.42,22.611,21.78,21.781,20.95,19.301,20.962,21.771,23.421,25.91,28.391,28.391,29.211,29.202,30.052,30.87,31.661,30.051,29.231,28.4,26.761,25.94,25.13,25.101
2011-07-03,A,max,21.701,21.702,21.7,20.88,20.881,18.42,18.42,19.241,20.882,21.702,23.34,24.161,25.802,25.801,26.62,27.441,27.44,25.801,25.802,20.06,20.062,20.061,20.06,19.24
2011-07-03,A,min,21.699,21.698,21.7,20.88,20.879,18.42,18.42,19.239,20.878,21.698,23.34,24.159,25.798,25.799,26.62,27.439,27.44,25.799,25.798,20.06,20.058,20.059,20.06,19.24
2011-07-03,B,min,24.279,24.289,24.289,23.448,23.479,21.01,21.009,21.827,23.45,24.299,25.97,26.817,28.46,28.47,29.289,30.139,30.148,28.489,28.489,22.719,22.729,22.718,22.709,21.89
2011-07-03,B,max,24.281,24.291,24.291,23.452,23.481,21.01,21.011,21.833,23.45,24.301,25.97,26.823,28.46,28.47,29.291,30.141,30.152,28.491,28.491,22.721,22.731,22.722,22.711,21.89
2011-07-04,A,max,19.242,19.241,19.241,19.242,20.061,19.241,19.241,20.06,21.7,22.521,24.16,24.161,24.981,24.981,25.8,26.621,26.622,25.802,25.801,24.98,24.16,23.341,23.341,22.52
2011-07-04,A,min,19.238,19.239,19.239,19.238,20.059,19.239,19.239,20.06,21.7,22.519,24.16,24.159,24.979,24.979,25.8,26.619,26.618,25.798,25.799,24.98,24.16,23.339,23.339,22.52
2011-07-04,B,min,21.89,21.89,21.89,21.897,22.699,21.889,21.92,22.74,24.408,25.238,26.86,26.88,27.71,27.698,28.538,29.38,29.4,28.55,28.519,27.699,26.879,26.029,26.03,25.189
2011-07-04,B,max,21.89,21.89,21.89,21.903,22.701,21.891,21.92,22.74,24.412,25.242,26.86,26.88,27.71,27.702,28.542,29.38,29.4,28.55,28.521,27.701,26.881,26.031,26.03,25.191
2011-07-05,A,max,21.701,21.7,20.061,20.061,20.06,20.061,20.06,21.701,22.52,23.341,24.161,24.981,25.801,26.621,25.801,26.62,26.62,26.621,25.801,25.801,24.16,24.98,24.16,23.34
2011-07-05,A,min,21.699,21.7,20.059,20.059,20.06,20.059,20.06,21.699,22.52,23.339,24.159,24.979,25.799,26.619,25.799,26.62,26.62,26.619,25.799,25.799,24.16,24.98,24.16,23.34
2011-07-05,B,min,24.369,24.379,22.759,22.738,22.749,22.748,22.769,24.44,25.259,26.069,26.87,27.7,28.54,29.38,28.579,29.399,29.43,29.409,28.578,28.6,26.979,27.789,26.95,26.159
2011-07-05,B,max,24.371,24.381,22.761,22.742,22.751,22.752,22.771,24.44,25.261,26.071,26.87,27.7,28.54,29.38,28.581,29.401,29.43,29.411,28.582,28.6,26.981,27.791,26.95,26.161
2011-07-06,A,max,22.52,21.701,21.701,21.701,20.881,20.882,21.7,22.52,22.521,21.7,21.7,22.521,23.34,23.341,24.161,24.16,24.162,24.981,24.16,23.341,22.52,21.702,21.702,20.881
2011-07-06,A,min,22.52,21.699,21.699,21.699,20.879,20.878,21.7,22.52,22.519,21.7,21.7,22.519,23.34,23.339,24.159,24.16,24.158,24.979,24.16,23.339,22.52,21.698,21.698,20.879
2011-07-06,B,min,25.359,24.538,24.57,24.56,23.739,23.709,24.509,25.339,25.339,24.549,24.538,25.38,26.2,26.189,27.029,27.007,27.0,27.79,26.969,26.139,25.298,24.47,24.458,23.639
2011-07-06,B,max,25.361,24.542,24.57,24.56,23.741,23.711,24.511,25.341,25.341,24.551,24.542,25.38,26.2,26.191,27.031,27.013,27.0,27.79,26.971,26.141,25.302,24.47,24.462,23.641
2011-07-07,A,max,20.062,20.06,20.06,19.241,19.24,19.241,19.241,20.061,21.701,23.341,24.981,26.622,27.441,28.261,28.261,28.26,28.261,28.26,27.44,26.62,24.16,23.341,23.342,22.522
2011-07-07,A,min,20.058,20.06,20.06,19.239,19.24,19.239,19.239,20.059,21.699,23.339,24.979,26.618,27.439,28.259,28.259,28.26,28.259,28.26,27.44,26.62,24.16,23.339,23.338,22.518
2011-07-07,B,min,22.809,22.827,22.849,22.009,22.039,22.049,22.048,22.84,24.499,26.13,27.769,29.39,30.229,31.08,31.089,31.109,31.12,31.1,30.249,29.409,26.949,26.11,26.119,25.279
2011-07-07,B,max,22.811,22.833,22.851,22.011,22.041,22.051,22.052,22.84,24.501,26.13,27.771,29.39,30.231,31.08,31.091,31.111,31.12,31.1,30.251,29.411,26.951,26.11,26.121,25.281
2011-07-08,A,max,23.341,22.52,21.7,20.881,21.7,20.882,21.7,21.701,22.522,24.161,23.34,23.341,24.161,24.981,25.8,25.802,20.881,20.061,20.06,20.061,20.061,20.061,20.061,20.061
2011-07-08,A,min,23.339,22.52,21.7,20.879,21.7,20.878,21.7,21.699,22.518,24.159,23.34,23.339,24.159,24.979,25.8,25.798,20.879,20.059,20.06,20.059,20.059,20.059,20.059,20.059
2011-07-08,B,min,26.12,25.32,24.5,23.68,24.499,23.699,24.52,24.5,25.32,26.928,26.12,26.119,26.909,27.76,28.609,28.599,23.709,22.9,22.869,22.849,22.85,22.87,22.879,22.879
2011-07-08,B,max,26.12,25.32,24.5,23.68,24.501,23.701,24.52,24.5,25.32,26.932,26.12,26.121,26.911,27.76,28.611,28.601,23.711,22.9,22.871,22.851,22.85,22.87,22.881,22.881
2011-07-09,A,max,20.06,19.24,19.242,19.24,19.241,18.42,19.24,20.062,21.7,23.34,24.16,24.981,25.8,26.622,27.441,27.44,26.62,27.44,26.62,24.162,24.161,23.34,22.52,22.52
2011-07-09,A,min,20.06,19.24,19.238,19.24,19.239,18.42,19.24,20.058,21.7,23.34,24.16,24.979,25.8,26.618,27.439,27.44,26.62,27.44,26.62,24.158,24.159,23.34,22.52,22.52
2011-07-09,B,min,22.879,22.059,22.06,22.09,22.09,21.249,22.06,22.88,24.539,26.149,26.959,27.808,28.619,29.449,30.289,30.27,29.459,30.298,29.468,27.03,27.06,26.239,25.43,25.459
2011-07-09,B,max,22.881,22.061,22.06,22.09,22.09,21.251,22.06,22.88,24.541,26.151,26.961,27.812,28.621,29.451,30.291,30.27,29.461,30.302,29.472,27.03,27.06,26.241,25.43,25.461
2011-07-10,A,max,21.7,21.701,20.881,20.06,20.061,20.062,19.24,21.7,22.521,23.342,24.161,24.981,26.621,25.8,26.621,27.44,27.44,27.441,26.622,25.801,24.161,23.341,23.341,22.522
2011-07-10,A,min,21.7,21.699,20.879,20.06,20.059,20.058,19.24,21.7,22.519,23.338,24.159,24.979,26.619,25.8,26.619,27.44,27.44,27.439,26.618,25.799,24.159,23.339,23.339,22.518
2011-07-10,B,min,24.63,24.609,23.799,22.969,22.97,22.94,22.088,24.529,25.319,26.169,27.009,27.829,29.439,28.599,29.42,30.269,30.26,30.269,29.468,28.679,27.069,26.249,26.249,25.429
2011-07-10,B,max,24.63,24.611,23.801,22.971,22.97,22.94,22.092,24.531,25.321,26.171,27.011,27.831,29.441,28.601,29.42,30.271,30.26,30.271,29.472,28.681,27.071,26.251,26.251,25.431
2011-07-11,A,max,21.701,21.7,21.701,20.881,20.061,20.06,20.882,21.7,23.341,24.98,25.8,26.62,27.44,28.26,28.261,28.261,28.26,28.26,28.26,27.44,22.521,21.701,22.52,21.701
2011-07-11,A,min,21.699,21.7,21.699,20.879,20.059,20.06,20.878,21.7,23.339,24.98,25.8,26.62,27.44,28.26,28.259,28.259,28.26,28.26,28.26,27.44,22.519,21.699,22.52,21.699
2011-07-11,B,min,24.579,24.598,24.58,23.73,22.939,22.948,23.77,24.608,26.269,27.878,28.7,29.53,30.319,31.128,31.13,31.13,31.13,31.149,31.159,30.31,25.399,24.549,25.368,24.519
2011-07-11,B,max,24.581,24.602,24.58,23.73,22.941,22.952,23.77,24.612,26.271,27.882,28.7,29.53,30.321,31.132,31.13,31.13,31.13,31.151,31.161,30.31,25.401,24.551,25.372,24.521
2011-07-12,A,max,21.701,21.701,21.701,21.7,21.702,21.702,23.342,24.16,24.161,24.981,26.62,26.622,28.261,28.26,29.901,29.9,28.26,29.082,28.261,27.441,26.621,26.621,25.8,24.981
2011-07-12,A,min,21.699,21.699,21.699,21.7,21.698,21.698,23.338,24.16,24.159,24.979,26.62,26.618,28.259,28.26,29.899,29.9,28.26,29.078,28.259,27.439,26.619,26.619,25.8,24.979
2011-07-12,B,min,24.54,24.569,24.569,24.589,24.609,24.61,26.249,27.049,27.05,27.897,29.57,29.599,31.27,31.3,32.95,32.96,31.32,32.14,31.289,30.45,29.619,29.589,28.8,27.98
2011-07-12,B,max,24.54,24.571,24.571,24.591,24.611,24.61,26.251,27.051,27.05,27.903,29.57,29.601,31.27,31.3,32.95,32.96,31.32,32.14,31.291,30.45,29.621,29.591,28.8,27.98
2011-07-13,A,max,24.16,24.162,24.162,23.341,23.34,23.34,23.343,24.16,25.802,26.62,26.62,27.442,27.441,26.62,26.62,19.24,20.062,21.701,22.522,21.701,21.701,21.701,20.881,20.06
2011-07-13,A,min,24.16,24.158,24.158,23.339,23.34,23.34,23.337,24.16,25.798,26.62,26.62,27.438,27.439,26.62,26.62,19.24,20.058,21.699,22.518,21.699,21.699,21.699,20.879,20.06
2011-07-13,B,min,27.16,27.179,27.15,26.309,26.299,26.29,26.27,27.089,28.758,29.59,29.59,30.439,30.44,29.62,29.619,22.21,23.019,24.679,25.518,24.7,24.67,24.658,23.829,23.009
2011-07-13,B,max,27.16,27.181,27.15,26.311,26.301,26.29,26.27,27.091,28.762,29.59,29.59,30.441,30.44,29.62,29.621,22.21,23.021,24.681,25.522,24.7,24.67,24.662,23.831,23.011
2011-07-14,A,max,20.062,20.061,19.241,18.421,18.42,17.602,17.601,18.421,19.24,20.882,21.7,22.522,23.34,24.161,23.34,24.161,24.16,23.341,22.522,22.522,21.701,20.061,19.241,19.241
2011-07-14,A,min,20.058,20.059,19.239,18.419,18.42,17.598,17.599,18.419,19.24,20.878,21.7,22.518,23.34,24.159,23.34,24.159,24.16,23.339,22.518,22.518,21.699,20.059,19.239,19.239
2011-07-14,B,min,23.02,22.999,22.209,21.389,21.379,20.529,20.539,21.329,22.119,23.74,24.578,25.369,26.209,27.039,26.219,27.059,27.06,26.23,25.409,25.41,24.618,22.97,22.15,22.158
2011-07-14,B,max,23.02,23.001,22.211,21.391,21.381,20.531,20.541,21.331,22.121,23.74,24.582,25.371,26.211,27.041,26.221,27.061,27.06,26.23,25.411,25.41,24.622,22.97,22.15,22.162
2011-07-15,A,max,18.421,18.422,17.603,17.601,17.6,17.601,17.602,19.24,19.24,20.88,20.061,21.701,21.7,21.702,21.702,22.521,22.521,23.34,22.52,21.701,21.7,20.061,20.06,19.24
2011-07-15,A,min,18.419,18.418,17.597,17.599,17.6,17.599,17.598,19.24,19.24,20.88,20.059,21.699,21.7,21.698,21.698,22.519,22.519,23.34,22.52,21.699,21.7,20.059,20.06,19.24
2011-07-15,B,min,21.36,21.39,20.599,20.61,20.61,20.608,20.578,22.219,22.239,23.849,22.999,24.609,24.619,24.618,24.619,25.439,25.468,26.26,25.429,24.639,24.63,23.02,23.04,22.24
2011-07-15,B,max,21.36,21.39,20.601,20.61,20.61,20.612,20.582,22.221,22.241,23.851,23.001,24.611,24.621,24.622,24.621,25.441,25.472,26.26,25.431,24.641,24.63,23.02,23.04,22.24
2011-07-16,A,max,18.421,17.6,17.6,17.6,17.6,16.78,17.601,18.42,20.06,21.701,22.521,23.34,24.161,24.162,23.343,24.161,24.16,24.161,24.16,23.341,22.52,21.701,21.701,20.88
2011-07-16,A,min,18.419,17.6,17.6,17.6,17.6,16.78,17.599,18.42,20.06,21.699,22.519,23.34,24.159,24.158,23.337,24.159,24.16,24.159,24.16,23.339,22.52,21.699,21.699,20.88
2011-07-16,B,min,21.44,20.63,20.649,20.648,20.65,19.799,20.629,21.419,23.049,24.71,25.509,26.36,27.189,27.167,26.319,27.149,27.179,27.179,27.199,26.4,25.58,24.759,24.778,23.979
2011-07-16,B,max,21.44,20.63,20.651,20.652,20.65,19.801,20.631,21.421,23.051,24.71,25.511,26.36,27.191,27.173,26.321,27.151,27.181,27.181,27.201,26.4,25.58,24.761,24.782,23.981
2011-07-17,A,max,20.06,19.24,19.241,19.241,18.42,19.241,18.421,19.242,20.881,22.521,23.34,24.161,24.161,25.8,25.8,26.621,25.8,25.801,25.802,24.161,24.161,23.34,22.521,21.7
2011-07-17,A,min,20.06,19.24,19.239,19.239,18.42,19.239,18.419,19.238,20.879,22.519,23.34,24.159,24.159,25.8,25.8,26.619,25.8,25.799,25.798,24.159,24.159,23.34,22.519,21.7
2011-07-17,B,min,23.15,22.299,22.298,22.329,21.529,22.34,21.509,22.359,24.03,25.659,26.447,27.269,27.27,28.928,28.929,29.72,28.909,28.91,28.89,27.24,27.22,26.379,25.58,24.79
2011-07-17,B,max,23.15,22.301,22.302,22.331,21.531,22.34,21.511,22.361,24.03,25.661,26.453,27.271,27.27,28.932,28.931,29.72,28.911,28.91,28.89,27.24,27.22,26.381,25.58,24.79
2011-07-18,A,max,21.701,21.702,20.061,20.061,19.241,19.241,19.241,20.881,21.701,23.341,24.161,25.801,25.802,26.621,26.62,27.441,27.441,27.441,26.62,25.8,24.981,23.34,24.16,23.341
2011-07-18,A,min,21.699,21.698,20.059,20.059,19.239,19.239,19.239,20.879,21.699,23.339,24.159,25.799,25.798,26.619,26.62,27.439,27.439,27.439,26.62,25.8,24.979,23.34,24.16,23.339
2011-07-18,B,min,24.778,24.78,23.147,23.128,22.31,22.32,22.329,23.939,24.759,26.379,27.169,28.79,28.769,29.589,29.589,30.388,30.408,30.409,29.61,28.788,27.938,26.309,27.108,26.258
2011-07-18,B,max,24.782,24.78,23.153,23.132,22.31,22.32,22.331,23.941,24.761,26.381,27.171,28.79,28.771,29.591,29.591,30.392,30.412,30.411,29.61,28.792,27.942,26.311,27.112,26.262
2011-07-19,A,max,23.34,23.34,22.522,22.52,22.521,21.702,22.52,23.341,24.161,25.8,26.621,26.62,27.442,28.262,28.262,29.082,29.901,25.8,25.8,24.16,23.342,23.341,23.34,22.52
2011-07-19,A,min,23.34,23.34,22.518,22.52,22.519,21.698,22.52,23.339,24.159,25.8,26.619,26.62,27.438,28.258,28.258,29.078,29.899,25.8,25.8,24.16,23.338,23.339,23.34,22.52
2011-07-19,B,min,26.239,26.229,25.44,25.409,25.42,24.618,25.47,26.308,27.159,28.819,29.639,29.639,30.46,31.3,31.287,32.078,32.929,28.819,28.82,27.17,26.338,26.359,26.35,25.529
2011-07-19,B,max,26.241,26.231,25.44,25.411,25.42,24.622,25.47,26.312,27.161,28.821,29.641,29.641,30.46,31.3,31.293,32.082,32.931,28.821,28.82,27.17,26.342,26.361,26.35,25.531
2011-07-20,A,max,21.701,21.701,21.7,21.701,20.881,20.881,20.881,21.7,23.342,23.341,24.16,25.801,26.62,27.441,28.261,28.262,27.442,27.441,27.441,26.62,25.8,25.8,24.982,24.163
2011-07-20,A,min,21.699,21.699,21.7,21.699,20.879,20.879,20.879,21.7,23.338,23.339,24.16,25.799,26.62,27.439,28.259,28.258,27.438,27.439,27.439,26.62,25.8,25.8,24.978,24.157
2011-07-20,B,min,24.689,24.678,24.709,24.7,23.907,23.919,23.929,24.75,26.36,26.359,27.19,28.83,29.659,30.49,31.31,31.29,30.479,30.469,30.48,29.659,28.81,28.78,27.979,27.128
2011-07-20,B,max,24.691,24.682,24.711,24.7,23.913,23.921,23.931,24.75,26.36,26.361,27.19,28.83,29.661,30.49,31.31,31.29,30.481,30.471,30.48,29.661,28.81,28.78,27.981,27.132
2011-07-21,A,max,24.161,23.341,23.341,23.34,22.52,22.52,22.521,23.341,24.161,25.8,26.622,28.26,29.082,29.08,29.902,29.9,30.721,30.721,29.901,28.261,27.442,26.622,26.623,25.8
2011-07-21,A,min,24.159,23.339,23.339,23.34,22.52,22.52,22.519,23.339,24.159,25.8,26.618,28.26,29.078,29.08,29.898,29.9,30.719,30.719,29.899,28.259,27.438,26.618,26.617,25.8
2011-07-21,B,min,27.13,26.288,26.279,26.249,25.41,25.44,25.44,26.25,27.05,28.67,29.488,31.139,31.96,31.988,32.819,32.82,33.649,33.659,32.829,31.19,30.4,29.549,29.529,28.74
2011-07-21,B,max,27.13,26.292,26.281,26.251,25.41,25.44,25.44,26.25,27.05,28.67,29.492,31.141,31.96,31.992,32.821,32.82,33.651,33.661,32.831,31.19,30.4,29.551,29.531,28.74
2011-07-22,A,max,26.621,25.8,24.98,24.982,24.16,23.341,24.16,25.801,27.44,28.261,29.901,29.901,31.541,31.54,32.36,31.541,29.902,29.081,29.901,28.26,27.441,26.621,27.44,25.801
2011-07-22,A,min,26.619,25.8,24.98,24.978,24.16,23.339,24.16,25.799,27.44,28.259,29.899,29.899,31.539,31.54,32.36,31.539,29.898,29.079,29.899,28.26,27.439,26.619,27.44,25.799
2011-07-22,B,min,29.57,28.729,27.939,27.91,27.059,26.229,27.02,28.629,30.299,31.1,32.74,32.759,34.419,34.41,35.208,34.359,32.72,31.92,32.76,31.108,30.289,29.437,30.288,28.629
2011-07-22,B,max,29.57,28.731,27.941,27.91,27.061,26.231,27.02,28.631,30.301,31.1,32.74,32.761,34.421,34.41,35.212,34.361,32.72,31.92,32.76,31.112,30.291,29.443,30.292,28.631
2011-07-23,A,max,26.62,26.62,26.621,24.98,24.161,24.162,25.8,25.802,27.442,27.441,28.26,29.9,30.72,31.541,30.72,31.541,31.54,31.543,30.722,26.622,26.621,26.62,25.8,25.8
2011-07-23,A,min,26.62,26.62,26.619,24.98,24.159,24.158,25.8,25.798,27.438,27.439,28.26,29.9,30.72,31.539,30.72,31.539,31.54,31.537,30.718,26.618,26.619,26.62,25.8,25.8
2011-07-23,B,min,29.459,29.459,29.429,27.799,26.958,26.96,28.589,28.56,30.178,30.159,30.988,32.618,33.438,34.229,33.439,34.249,34.229,34.219,33.43,29.33,29.31,29.279,28.44,28.438
2011-07-23,B,max,29.461,29.461,29.431,27.801,26.962,26.96,28.591,28.56,30.182,30.161,30.992,32.622,33.442,34.231,33.441,34.251,34.231,34.221,33.43,29.33,29.31,29.281,28.44,28.442
2011-07-24,A,max,25.801,24.981,25.8,25.8,24.98,24.981,25.8,25.801,26.621,26.62,28.26,27.44,29.9,28.261,28.262,29.9,29.901,29.901,29.081,28.26,27.442,25.8,24.981,24.16
2011-07-24,A,min,25.799,24.979,25.8,25.8,24.98,24.979,25.8,25.799,26.619,26.62,28.26,27.44,29.9,28.259,28.258,29.9,29.899,29.899,29.079,28.26,27.438,25.8,24.979,24.16
2011-07-24,B,min,28.439,27.629,28.449,28.469,27.679,27.659,28.49,28.51,29.297,29.328,30.969,30.17,32.598,30.969,30.98,32.599,32.618,32.59,31.769,30.949,30.14,28.53,27.699,26.889
2011-07-24,B,max,28.441,27.631,28.451,28.471,27.681,27.661,28.49,28.51,29.303,29.332,30.971,30.17,32.602,30.971,30.98,32.601,32.622,32.59,31.771,30.951,30.14,28.53,27.701,26.891
2011-07-25,A,max,24.16,24.162,23.34,23.341,22.52,22.52,22.521,23.341,24.16,25.8,26.622,27.441,27.441,23.341,22.521,21.701,21.701,22.521,23.341,23.34,22.523,21.702,21.701,21.701
2011-07-25,A,min,24.16,24.158,23.34,23.339,22.52,22.52,22.519,23.339,24.16,25.8,26.618,27.439,27.439,23.339,22.519,21.699,21.699,22.519,23.339,23.34,22.517,21.698,21.699,21.699
2011-07-25,B,min,26.909,26.92,26.108,26.11,25.259,25.259,25.249,26.059,26.849,28.49,29.289,30.089,30.07,25.989,25.169,24.37,24.4,25.219,26.039,26.05,25.238,24.419,24.399,24.37
2011-07-25,B,max,26.911,26.92,26.112,26.11,25.261,25.261,25.251,26.061,26.851,28.49,29.291,30.091,30.07,25.991,25.171,24.37,24.4,25.221,26.041,26.05,25.242,24.421,24.401,24.37
2011-07-26,A,max,21.701,21.7,20.881,20.88,20.881,20.062,20.881,22.52,23.341,24.161,25.8,26.621,27.441,27.442,28.26,29.082,28.262,28.261,27.44,26.62,25.8,24.98,24.161,24.161
2011-07-26,A,min,21.699,21.7,20.879,20.88,20.879,20.058,20.879,22.52,23.339,24.159,25.8,26.619,27.439,27.438,28.26,29.078,28.258,28.259,27.44,26.62,25.8,24.98,24.159,24.159
2011-07-26,B,min,24.369,24.39,23.539,23.519,23.499,22.69,23.509,25.149,25.959,26.779,28.44,29.229,30.08,30.079,30.89,31.709,30.86,30.849,30.03,29.229,28.409,27.569,26.75,26.749
2011-07-26,B,max,24.371,24.39,23.541,23.521,23.501,22.69,23.511,25.151,25.961,26.781,28.44,29.231,30.08,30.081,30.89,31.711,30.86,30.851,30.03,29.231,28.411,27.571,26.75,26.751
2011-07-27,A,max,24.98,24.981,24.161,22.52,22.521,21.701,21.702,22.52,23.34,24.161,24.98,25.8,26.622,27.44,27.44,28.26,28.26,27.44,26.621,25.8,24.16,23.34,22.521,23.341
2011-07-27,B,min,27.55,27.55,26.739,25.08,25.11,24.31,24.33,25.139,25.96,26.748,27.55,28.379,29.169,29.989,29.979,30.769,30.78,29.95,29.11,28.269,26.61,25.8,24.989,25.809
2011-07-27,B,max,27.55,27.55,26.741,25.08,25.11,24.31,24.33,25.141,25.96,26.752,27.55,28.381,29.171,29.991,29.981,30.771,30.78,29.95,29.11,28.271,26.61,25.8,24.991,25.811
